employee_id,amount,from_date,to_date
90534,63336,1987-06-15,1988-06-14
441252,80996,1990-11-17,1991-11-17
426641,91828,2000-02-03,2001-02-02
243330,94869,1993-08-28,1994-08-28
211483,66351,1995-09-15,1996-09-14
436311,45554,1999-03-30,2000-03-29
487888,40000,1985-06-07,1986-06-07
251960,95968,1998-05-08,1999-05-08
444774,70475,2002-02-19,9999-01-01
36533,85673,1995-05-21,1996-05-20
23180,70935,1998-04-26,1999-04-26
259702,61984,1997-06-07,1998-06-07
279971,64603,1991-03-31,1992-03-30
23364,40000,1989-07-13,1990-07-13
212333,62398,1996-01-27,1997-01-26
103415,63185,1992-12-21,1993-12-21
472220,72961,1997-01-27,1998-01-27
434529,64310,1999-03-20,2000-03-19
222352,76969,1996-07-29,1997-07-29
480086,49714,1994-10-09,1995-10-09
34675,44116,2000-11-10,2001-11-10
34619,40404,1988-07-25,1989-07-25
101801,40000,1996-07-29,1997-07-29
254693,94987,1997-01-09,1998-01-09
212281,92772,1997-10-11,1998-10-11
467316,43597,1998-08-26,1999-08-26
492775,80113,1999-02-09,2000-02-09
81370,98540,1998-06-30,1999-06-30
261396,60276,1998-11-19,1999-11-19
232233,79552,1998-04-21,1999-04-21
436487,94419,1998-02-26,1999-02-26
403958,62448,2000-08-10,2001-08-10
206737,57956,1988-03-10,1989-03-10
474886,70207,2000-04-16,2001-04-16
96949,40000,1990-05-28,1991-05-28
267963,70711,1987-07-14,1988-07-13
495868,70065,1998-05-20,1999-05-20
406352,44893,2002-03-22,9999-01-01
232116,43199,1993-12-04,1994-12-04
79846,94094,1999-03-18,2000-03-17
476724,61699,1993-01-12,1994-01-12
488934,44171,1995-01-28,1996-01-28
459267,72190,2002-06-12,9999-01-01
453822,61667,1997-05-22,1998-05-22
410156,74081,2000-02-07,2001-02-06
281162,63505,2001-10-08,9999-01-01
78872,96848,2002-01-30,9999-01-01
227212,52069,1987-02-24,1988-02-24
468279,51799,1991-09-12,1992-09-11
105396,67627,1989-10-09,1990-10-09
83057,74302,1989-12-18,1990-12-18
479755,43057,1995-10-05,1996-10-04
30787,58380,2000-08-26,2001-08-26
434696,78699,1996-04-22,1997-04-22
250809,52290,2000-09-15,2001-09-15
101084,40000,1986-12-13,1987-12-13
288437,50772,1989-09-02,1990-09-02
85432,46602,1989-05-18,1990-05-18
41274,57557,1990-01-17,1991-01-17
17535,58905,1992-09-26,1993-09-26
271170,42097,1999-04-01,2000-03-31
264015,63193,1998-04-04,1999-04-04
407132,48513,1999-02-09,2000-02-09
415429,54418,2001-03-13,2002-03-13
409870,40617,1997-10-07,1998-10-07
264291,70651,2000-12-22,2001-12-22
467908,78378,2002-07-23,9999-01-01
461025,61744,1991-12-21,1992-12-20
205590,41462,1998-05-15,1999-05-15
107539,74424,2000-06-21,2001-06-21
58344,61217,1989-10-28,1990-10-28
463043,47343,1993-04-18,1994-04-18
277016,75009,2000-12-31,2001-12-31
459728,48149,1994-03-02,1995-03-02
100719,53180,1999-02-01,2000-02-01
464055,69769,1992-07-06,1993-07-06
100354,51341,1987-08-20,1988-08-19
286983,58568,2000-03-12,2001-03-12
103578,65509,1989-09-19,1990-09-19
97261,119196,2002-05-25,9999-01-01
246955,72351,2000-12-11,2001-12-11
223655,42357,2000-01-07,2000-05-09
65965,81158,2000-12-09,2001-12-09
92731,63075,1997-08-24,1998-08-24
448150,42668,2000-11-04,2001-11-04
421301,76648,1996-07-14,1997-07-14
421729,58718,2000-04-30,2001-04-30
238554,52161,1999-06-12,2000-06-11
272210,68394,2001-11-26,9999-01-01
223525,88586,2002-07-23,9999-01-01
59229,43425,1998-08-13,1999-08-13
85427,43147,1990-10-21,1991-10-21
28423,110114,2001-02-28,2002-02-28
470546,72369,1997-02-19,1998-02-19
63858,48731,1996-10-27,1997-10-27
107925,44493,2000-12-20,2001-12-20
102590,74522,1993-03-23,1994-02-05
483113,43186,1992-03-22,1993-03-22
482794,53619,1988-08-18,1989-08-18
13367,44082,1988-08-29,1989-08-29
213854,54980,1995-06-13,1996-06-12
102085,57471,1992-09-30,1993-09-30
438818,65579,1999-11-08,2000-11-07
289432,69150,1989-02-27,1990-02-27
245827,95220,2002-01-04,9999-01-01
271350,94114,1994-04-28,1995-04-28
68449,54151,1997-07-07,1998-07-07
63841,74061,2000-07-28,2001-07-28
241418,62019,1988-11-02,1989-11-02
39289,53142,1991-04-12,1992-04-11
427382,40000,1990-03-18,1991-03-18
53775,50331,1989-07-15,1990-07-15
445316,54918,1999-08-13,2000-08-12
213147,82163,1996-03-17,1997-03-17
432830,97205,1996-09-18,1997-09-18
226574,48489,1991-07-09,1992-07-08
467771,66514,1997-11-19,1998-11-19
436827,55175,1995-03-09,1996-03-08
481209,77652,2000-04-19,2001-04-19
268142,65641,1999-05-05,2000-05-04
103446,99734,2002-06-21,9999-01-01
490476,64402,1992-03-12,1993-03-12
98779,67765,1988-01-31,1989-01-30
40074,49226,2001-01-10,2002-01-10
263363,40000,1993-02-23,1993-03-28
60562,66665,2000-08-01,2001-08-01
480109,49397,1992-03-18,1993-03-18
200474,74368,1999-12-17,2000-12-16
80808,64770,1998-08-07,1999-08-07
13947,86318,2000-08-07,2001-08-07
250795,43904,1999-04-01,2000-03-31
428420,45891,1999-02-13,2000-02-13
27851,62869,1989-06-05,1990-06-05
38853,65400,1995-11-19,1996-11-18
79746,46438,1998-10-10,1999-10-10
28551,73259,2002-01-20,9999-01-01
210127,61579,2000-07-12,2001-07-12
53168,94988,2001-10-09,9999-01-01
440001,49950,2000-07-31,2001-07-31
256989,88947,2000-11-24,2001-02-17
492538,64148,1992-02-28,1993-02-27
13074,46620,1987-03-24,1988-03-23
91153,66642,1999-10-18,2000-10-17
30876,56126,2001-12-09,9999-01-01
244120,91058,1999-09-10,2000-09-09
462356,57660,1995-12-12,1996-12-11
39947,55219,1999-08-27,2000-08-26
215310,54175,1999-08-24,2000-08-23
261026,60717,1996-07-28,1997-07-28
206277,59249,1992-10-22,1993-10-22
495146,60890,1993-11-04,1994-11-04
282931,58589,1998-07-04,1999-07-04
224807,63114,1993-04-07,1994-04-07
105892,44488,1999-10-18,2000-04-19
440506,44787,1995-08-10,1996-08-09
448351,59414,1997-09-27,1998-09-27
440083,74822,1995-03-26,1996-03-25
249622,73588,1994-05-19,1995-05-19
460614,94692,1993-05-12,1993-07-04
285878,62835,2000-01-17,2001-01-16
45185,55643,1995-09-18,1996-09-17
262021,95794,2002-05-30,9999-01-01
91245,44130,1994-10-14,1995-10-14
47746,70035,1993-07-27,1994-07-27
421718,96264,2002-01-09,9999-01-01
92806,104499,1995-09-08,1996-09-07
231919,49424,1988-05-12,1989-05-12
283794,59582,2001-03-12,2002-03-12
109931,73690,2001-08-29,9999-01-01
18542,71978,1996-05-13,1997-05-13
206709,44891,1989-05-28,1990-05-28
97047,43654,1991-04-12,1992-04-11
206138,79616,1997-03-09,1998-03-09
11730,100623,2000-11-12,2001-11-12
261037,62778,2002-07-11,9999-01-01
410673,57741,2000-12-26,2001-04-28
449764,92753,1993-12-08,1994-12-08
278231,46344,1997-05-24,1998-05-24
259532,62816,1991-02-26,1992-02-26
446564,71574,1998-03-11,1999-03-11
457342,57593,1997-02-10,1998-02-10
109665,67967,1998-04-02,1999-04-02
457100,72371,1998-11-25,1999-11-25
411473,43525,1987-12-24,1988-12-23
110183,57197,1989-12-31,1990-12-31
484093,46115,1995-08-04,1996-08-03
27254,59627,1995-10-17,1996-10-16
44940,83393,1993-11-14,1994-11-14
452205,58654,1986-07-03,1987-07-03
457562,48551,1996-02-27,1997-02-26
91807,66179,2002-01-19,9999-01-01
455034,55626,1998-04-06,1999-04-06
404210,42531,1995-12-23,1996-12-22
91706,41404,2000-05-06,2001-05-06
405454,39534,1987-11-14,1988-11-13
457643,54803,1997-10-30,1998-10-30
404249,117385,1991-06-05,1992-06-04
109267,56889,1993-07-16,1994-07-16
231290,41568,1990-10-16,1991-10-16
456275,86265,2000-12-20,2001-12-20
12283,57912,1991-03-25,1992-03-24
237956,40000,1990-08-18,1991-08-18
431414,100907,1999-08-04,2000-08-03
47395,43064,1994-12-10,1995-12-10
255592,41115,1989-03-10,1990-03-10
297882,74050,1996-06-20,1997-06-20
79291,68075,2000-05-13,2001-05-13
76921,40000,1990-12-11,1991-12-11
49855,39805,1994-12-09,1995-12-09
432036,57097,1987-09-23,1988-09-22
285327,89520,2002-03-21,9999-01-01
206015,44696,1998-03-26,1999-03-26
15543,61679,1996-07-28,1997-07-28
26326,75967,1999-12-08,2000-12-07
453745,85741,2001-11-16,9999-01-01
32761,68742,1997-05-12,1998-05-12
96744,55299,1994-11-29,1995-11-29
220981,53532,1994-07-24,1995-07-24
298432,66090,1998-03-05,1999-03-05
460383,43797,1993-01-29,1994-01-29
233889,48966,1990-05-01,1991-05-01
52685,45172,1994-02-14,1995-02-14
406324,54438,1996-02-10,1997-02-09
465362,100236,1997-12-31,1998-12-31
80929,64654,1999-12-02,2000-12-01
92621,44021,1997-06-03,1998-06-03
65106,61641,1995-12-27,1996-12-26
274577,63849,1990-02-02,1991-02-02
291718,60331,1993-10-23,1994-10-23
84478,75384,2001-01-17,2002-01-17
20740,50223,1991-05-30,1992-05-29
85521,46064,1998-07-31,1999-07-31
418656,81710,1996-04-17,1997-04-17
217256,50032,1988-08-28,1989-08-28
275787,39725,1993-05-01,1994-05-01
227578,53765,1996-06-03,1997-06-03
100224,59084,1999-04-05,2000-04-04
462923,71395,1999-11-22,2000-11-21
270889,54221,1998-01-19,1999-01-19
402283,65500,1998-09-24,1999-09-24
218346,66475,1995-12-21,1996-12-20
270122,46940,1995-02-03,1996-02-03
25539,51132,2001-09-22,9999-01-01
278427,104101,1996-06-20,1997-06-20
263245,64376,2001-07-07,2002-07-07
62988,62734,2001-10-20,9999-01-01
210906,46587,1993-07-22,1994-07-22
51023,58058,1999-02-07,2000-02-07
243713,74712,2002-03-18,9999-01-01
78802,72686,2000-07-22,2001-07-22
455503,53287,1996-10-17,1997-10-17
30048,52935,1995-01-28,1996-01-28
52207,46887,1989-04-18,1990-04-18
28829,56392,1987-12-29,1988-12-28
58145,50261,2002-03-23,9999-01-01
405708,47120,1993-08-22,1994-08-22
481226,61891,2002-07-03,9999-01-01
451392,84244,1999-02-20,2000-02-20
431891,40503,1987-06-27,1988-06-26
60422,42885,1989-07-05,1990-07-05
33522,39875,1986-04-04,1987-04-04
443995,74082,1990-05-25,1991-05-25
86270,87039,1992-08-28,1993-08-28
407206,67173,2000-06-04,2001-06-04
225100,53290,1993-07-23,1994-07-23
259406,58120,2000-01-18,2001-01-17
276825,96397,1992-08-07,1993-08-07
410961,73155,1988-03-02,1989-03-02
285704,62191,1994-04-28,1995-04-28
283025,40000,1998-12-09,1999-12-09
404855,65836,1987-03-17,1988-03-16
51848,62433,1995-02-07,1996-02-07
51362,65762,1991-04-27,1992-04-26
101786,46825,1989-11-29,1990-11-29
477142,117639,1999-08-19,2000-08-18
428983,60612,1996-02-19,1997-02-18
55971,41461,1994-10-01,1995-10-01
443762,51065,1995-09-17,1996-09-16
461453,71825,1993-08-01,1994-08-01
480510,67953,1994-01-16,1995-01-16
452400,40000,1998-02-27,1999-02-27
80483,47799,1990-07-21,1991-07-21
12132,46704,2001-11-08,9999-01-01
36318,84783,2001-05-13,2002-05-13
427919,54936,1995-12-16,1996-12-15
478781,59477,2000-10-17,2001-10-17
291385,88945,2000-05-31,2001-05-31
401780,80545,2001-07-08,2002-07-08
406898,61435,1992-08-01,1993-08-01
469906,52429,1991-02-23,1992-02-23
101612,102531,1997-09-21,1998-09-21
103782,114828,1996-06-28,1997-06-28
282152,55984,1990-02-18,1991-02-18
257997,79373,1993-08-28,1994-08-28
416399,48697,1994-12-23,1995-12-23
287848,56332,2000-08-12,2001-08-12
14618,118129,1998-12-24,1999-12-24
225041,43624,1996-04-08,1996-08-20
296680,48183,1997-11-29,1998-11-29
463855,60760,1998-04-12,1999-04-12
457268,49149,1996-10-20,1997-10-20
222071,54599,1997-04-01,1998-04-01
44319,73455,1999-04-29,2000-04-28
462433,52968,1993-02-07,1994-02-07
65006,90720,1998-10-31,1999-10-31
463483,65727,2001-07-30,2002-07-30
51478,96957,2000-02-24,2001-02-23
400284,62083,1998-02-26,1999-02-26
61704,63557,2002-07-25,9999-01-01
294689,73092,1999-08-22,2000-08-21
102477,72790,1990-07-01,1991-07-01
252211,120155,2001-08-04,9999-01-01
291178,54194,1995-05-10,1996-05-09
487420,56523,1996-10-11,1997-10-11
407194,40708,1996-06-21,1997-06-21
208718,67767,1996-06-06,1997-06-06
402557,82420,1992-03-06,1993-03-06
10416,81961,1994-03-23,1995-03-23
497830,80112,1994-09-24,1995-09-24
76828,94742,1999-01-19,2000-01-19
106210,78897,1999-10-20,2000-10-19
405701,68179,1998-11-28,1999-11-28
266621,50936,1996-01-12,1997-01-11
480361,62033,1998-11-29,1999-11-29
452080,72265,1996-10-04,1997-10-04
212597,62876,1992-07-05,1993-07-05
96349,46360,1996-08-04,1997-08-04
427400,63360,2001-11-28,9999-01-01
203603,80256,2001-05-01,2002-05-01
29103,51677,2000-08-17,2001-08-17
247094,61800,2001-08-27,9999-01-01
208009,53457,1997-09-03,1998-09-03
91540,53616,1997-08-17,1998-08-17
443027,83473,1997-09-30,1998-09-30
28430,59132,1993-07-13,1994-07-13
430766,79973,1998-11-22,1999-11-22
484006,59695,1998-06-28,1999-06-28
493616,68240,1999-07-18,2000-07-17
449837,117029,1996-06-19,1997-06-19
445645,59225,1990-09-01,1991-09-01
258930,52832,1992-11-18,1993-11-18
485667,59650,1990-12-02,1991-12-02
289586,65068,1994-06-06,1995-06-06
33265,56446,1997-02-10,1998-02-10
274189,49074,1999-11-12,2000-11-11
16983,92673,2000-04-25,2001-04-25
455017,50540,2000-09-05,2001-09-05
238117,135845,1996-01-01,1996-12-31
275085,54221,1996-05-20,1997-05-20
473819,60774,1998-03-21,1999-03-21
410453,48399,2001-08-03,2002-06-05
201186,80015,2000-05-18,2001-05-18
201293,46589,1990-10-28,1991-10-28
226073,68769,1994-01-20,1995-01-20
95123,41389,1994-03-26,1995-03-26
280648,72405,1996-12-24,1997-12-24
492330,76830,2002-06-28,9999-01-01
495118,90968,1998-09-30,1999-09-30
411006,50427,1990-02-14,1991-02-14
70623,64385,1999-01-27,2000-01-27
103368,64319,1995-09-08,1996-09-07
212988,51911,1993-08-30,1994-08-30
457740,76371,2001-09-08,9999-01-01
439395,47297,2001-02-06,2002-02-06
486560,60751,1994-11-21,1995-11-21
446228,70042,1999-06-23,2000-06-22
261536,63355,1998-01-03,1999-01-03
259019,66384,1997-05-06,1998-05-06
299589,101797,2000-05-08,2001-05-08
284859,82007,1998-09-19,1999-09-19
104888,43809,1997-09-15,1998-09-15
254655,67129,2002-05-14,9999-01-01
32232,70701,1999-11-05,2000-11-04
25735,51386,1998-10-21,1999-10-21
63188,68439,1997-10-19,1998-10-19
238453,44925,1990-09-12,1991-09-12
263399,67505,2001-09-14,9999-01-01
44582,64927,2001-09-06,9999-01-01
261459,83438,2000-11-11,2001-11-11
26579,44193,1988-04-27,1989-04-27
445828,81413,1992-02-08,1993-02-07
456653,72098,1997-10-01,1998-10-01
478207,56686,2002-05-06,9999-01-01
424359,68887,1999-12-12,2000-12-11
460772,55166,1996-04-13,1997-04-13
207441,39712,1994-05-15,1995-05-15
212111,65072,1997-02-03,1998-02-03
89048,66474,1989-03-22,1990-03-22
487949,44333,1990-02-15,1991-02-15
88335,54792,1997-12-11,1998-12-11
450726,100355,2000-07-03,2001-07-03
430742,43923,1990-03-18,1991-03-18
420013,81508,1995-12-19,1996-12-18
465857,96663,1997-08-29,1998-08-29
105497,47843,1993-04-23,1994-04-23
448914,83555,1986-04-10,1987-04-10
216976,66061,1986-12-24,1987-12-24
92846,47462,1988-09-04,1989-09-04
250338,76513,1999-03-09,2000-03-08
277804,54997,1988-05-06,1989-05-06
275998,60839,1993-01-01,1994-01-01
461915,99090,1991-12-09,1992-12-08
246908,54988,1988-09-21,1989-09-21
494302,59298,1994-07-22,1995-07-22
415398,48531,1996-03-13,1997-03-13
71498,59924,1999-02-07,2000-02-07
478372,76212,1998-01-19,1999-01-19
99039,54139,1985-06-20,1986-06-20
221883,46622,2000-08-15,2001-02-26
436069,76010,1998-10-27,1999-10-27
38172,98387,1993-07-19,1994-07-19
36883,56476,1994-04-03,1995-04-03
484831,69342,1990-05-15,1991-05-15
239641,60357,1990-06-28,1991-06-28
453557,53057,1998-03-04,1999-03-04
34641,84851,1992-10-25,1993-10-25
61200,60030,2002-06-27,9999-01-01
56608,76551,1997-07-13,1998-07-13
465105,96977,2002-04-29,9999-01-01
401260,50862,1991-06-18,1992-06-17
287079,77905,1991-03-28,1992-03-27
107754,53411,1993-03-14,1994-03-14
426292,61092,1990-06-15,1991-06-15
108297,41428,1994-02-22,1995-02-22
426992,68295,1995-03-26,1996-03-25
67185,67202,1986-12-18,1987-12-18
25564,79584,1994-08-20,1995-08-20
221425,58578,1991-05-09,1992-05-08
50775,57969,2001-10-22,9999-01-01
88342,43919,1993-01-11,1994-01-11
58329,63579,1990-09-28,1991-09-28
488971,95957,2000-03-01,2001-03-01
69053,77542,1998-10-11,1999-10-11
23555,66971,2001-05-01,2002-05-01
405486,58235,1996-04-11,1997-04-11
279364,52152,1996-01-09,1997-01-08
439969,59798,1990-05-28,1991-05-28
473110,75190,1998-12-04,1999-12-04
32631,58887,2000-07-24,2001-07-24
402219,59819,2001-06-27,2002-06-27
490813,75662,1996-04-20,1997-04-20
221249,52053,1989-03-23,1990-03-23
282123,92758,1998-10-12,1999-10-12
215011,53173,1993-05-13,1994-05-13
226890,55252,1995-02-20,1996-02-20
217855,98231,1988-10-09,1989-10-09
109821,77731,1998-10-19,1999-10-19
401435,75404,1987-08-24,1988-08-23
28509,46770,2000-09-25,2001-09-25
46066,43448,1991-08-12,1992-08-11
298737,76120,1998-06-30,1999-06-30
411310,53866,1997-05-12,1998-05-12
443503,42987,1997-05-16,1998-05-16
472168,48978,1990-04-04,1991-04-04
429652,64101,2000-06-03,2001-06-03
480737,76199,2001-02-13,2002-02-13
54643,50027,1997-02-26,1998-02-26
231308,81065,1997-09-17,1998-09-17
483856,54967,1987-08-24,1988-08-23
251274,47044,2001-12-15,9999-01-01
65364,80533,1999-11-29,2000-11-28
413150,61424,1993-09-19,1994-09-19
89038,62876,1991-07-18,1992-07-17
293272,59148,1989-07-16,1990-07-16
408797,62897,1996-04-26,1997-04-26
77377,44521,1991-06-20,1992-06-19
17798,98905,1995-10-13,1996-10-12
407792,39740,1997-04-07,1998-04-07
50577,49086,1999-08-19,2000-08-18
48983,104606,2000-12-10,2001-12-10
235404,77887,1992-10-17,1993-10-17
246284,44376,1991-06-10,1992-06-09
239162,69573,1996-12-15,1997-12-15
64838,101665,1998-01-29,1999-01-29
240965,84418,2000-04-01,2001-04-02
37634,94609,1994-04-14,1995-04-14
201786,61889,1997-12-28,1998-12-28
21706,40000,1999-04-05,2000-04-04
253002,51851,1993-01-11,1994-01-11
261104,54757,1999-12-27,2000-12-26
498862,76913,1995-12-04,1996-12-03
282714,80195,1999-06-06,2000-06-05
491205,58550,2001-12-18,9999-01-01
26196,44918,1989-02-03,1990-02-03
218982,53399,2002-02-05,9999-01-01
213862,46290,1988-10-15,1989-10-15
40528,82240,2001-04-21,2002-04-21
453749,62041,1989-06-25,1990-06-25
446521,67283,1994-05-13,1995-05-13
285256,59438,1997-01-23,1998-01-23
285344,40278,1997-10-19,1998-10-19
499330,79064,2000-11-15,2001-11-15
79304,90288,2002-05-06,9999-01-01
26141,71328,1999-06-09,2000-06-08
30618,54087,1998-10-31,1999-10-31
230274,44078,1998-11-26,1999-11-26
211688,125376,2002-02-04,9999-01-01
69755,61582,1999-01-05,2000-01-05
260969,60489,1994-08-03,1995-08-03
415897,76399,1993-06-03,1994-06-03
18903,49996,1998-01-13,1999-01-13
260404,94217,2000-11-09,2001-11-09
217554,73967,1988-07-06,1989-07-06
210398,46303,1991-11-11,1992-11-10
71890,113923,1999-12-09,2000-12-08
476384,46083,1993-05-20,1994-05-20
87459,73579,1997-07-08,1998-07-08
230770,43717,1989-01-04,1990-01-04
278920,51439,2000-12-30,2001-12-30
459686,46043,1994-04-09,1995-04-09
35200,63201,2000-01-27,2001-01-26
61075,45408,2000-04-17,2001-04-17
242137,69932,1994-02-24,1995-02-24
28626,70467,1998-07-16,1999-07-16
259208,52524,1994-06-28,1995-06-28
487562,80607,1992-12-10,1993-12-10
219177,44601,1994-03-10,1995-03-10
448563,62935,1996-11-28,1997-11-28
48686,79461,2000-09-12,2001-09-12
405161,40000,1996-05-11,1997-05-11
91745,64143,1997-07-19,1998-07-19
216790,63639,2002-05-24,9999-01-01
428400,47636,1992-07-29,1993-07-29
419723,62755,1998-10-04,1999-10-04
499171,51951,1997-01-26,1998-01-26
251690,62490,1992-04-24,1993-04-24
270658,43167,1987-02-23,1988-02-23
23344,75127,1992-08-10,1993-08-10
406329,60650,1996-11-08,1997-11-08
259596,88620,1994-03-03,1995-03-03
95596,59088,2000-08-27,2001-08-27
46790,66253,1995-02-18,1996-02-18
88238,51012,2002-05-07,9999-01-01
100279,75711,2000-03-02,2001-03-02
109150,58114,1988-08-22,1989-08-22
252349,62426,2001-09-03,9999-01-01
409786,69139,1990-11-22,1991-11-22
25739,45735,1999-10-30,2000-10-29
257565,46878,1991-11-06,1992-11-05
400928,57164,2000-07-18,2001-07-18
261607,59171,1985-04-16,1986-04-16
228730,94144,2000-05-25,2001-05-25
451047,47659,1994-10-06,1995-10-06
406449,70549,1994-12-31,1995-12-31
95438,49824,2001-08-04,9999-01-01
477042,54359,1990-01-13,1991-01-13
35003,63306,1997-12-02,1998-12-02
212018,51060,2002-04-19,9999-01-01
221499,50247,1986-01-18,1987-01-18
442316,42529,1999-07-13,2000-07-12
496813,93913,1991-09-27,1992-09-26
42109,78586,1999-06-28,2000-06-27
248463,70289,1995-01-06,1996-01-06
221624,106868,1997-06-14,1998-06-14
80361,71654,2002-03-22,9999-01-01
200697,65351,1999-08-26,2000-08-25
415877,48668,1995-12-23,1996-12-22
272551,55519,1990-11-03,1991-11-03
63510,49395,1994-08-08,1995-08-08
206873,53674,1991-08-29,1992-08-28
12056,63512,1997-07-28,1998-07-28
23963,60422,1996-04-18,1997-04-18
423426,67860,1990-10-28,1991-10-28
486030,58610,2001-08-09,9999-01-01
224775,71671,1989-07-24,1990-07-24
491451,43860,1993-04-03,1994-04-04
473413,66590,1998-07-20,1999-07-20
16073,40000,1990-10-23,1991-10-23
73812,70712,1988-10-23,1989-10-23
211284,53116,1997-12-14,1998-12-14
466882,65243,2001-10-20,9999-01-01
100350,69945,2001-11-27,9999-01-01
108461,81155,1999-10-26,2000-10-25
33704,39666,1995-09-11,1996-09-10
34696,46334,1998-10-20,1999-10-20
45473,78902,1995-09-25,1996-09-24
84972,42350,1987-02-11,1988-02-11
407120,88746,1988-11-22,1988-11-30
472336,62109,1995-12-02,1996-12-01
488964,85389,1999-08-21,2000-08-20
295810,46042,1986-06-15,1987-06-15
37658,75309,1997-11-05,1998-11-05
487148,56346,1993-02-04,1994-02-04
224253,47008,1991-05-08,1992-05-07
499567,40932,1988-07-10,1989-07-10
73994,44430,1996-04-16,1997-04-16
470095,53403,2000-07-08,2001-07-08
261184,58900,1992-08-27,1993-08-27
44042,68515,1997-03-03,1998-03-03
88770,50253,1991-11-02,1992-11-01
432603,84263,1998-06-20,1999-06-20
76063,57297,1992-09-01,1993-09-01
410832,54733,1995-04-22,1996-04-21
235924,105742,2000-01-21,2001-01-20
71268,73530,1985-03-01,1986-03-01
21325,100261,2000-05-07,2001-05-07
420664,77021,1985-12-11,1986-12-11
471141,42184,1992-12-15,1993-12-15
419746,57569,2001-06-04,2002-06-04
70121,51654,1994-04-06,1995-04-06
97299,91482,2001-05-18,2002-05-18
61164,45884,2000-04-29,2001-04-29
286239,51751,1991-06-15,1992-06-14
109987,57785,1990-05-29,1991-05-29
234256,77108,1996-09-22,1997-09-22
17519,40298,1993-07-15,1994-07-15
455009,68518,2000-06-30,2001-06-30
217489,74899,2000-03-06,2001-03-06
219345,52241,1997-01-29,1998-01-29
293180,62396,1997-04-11,1998-04-11
255045,47226,1995-02-16,1996-02-16
273218,123169,2002-05-31,9999-01-01
493469,62234,1999-02-16,2000-02-16
213666,51029,1992-01-22,1993-01-21
272405,85214,2002-01-02,9999-01-01
273718,73078,1996-03-24,1997-03-24
35904,47481,1999-12-01,2000-11-30
265325,65379,1985-07-13,1986-07-13
489131,58068,2001-01-06,2002-01-06
438327,55545,1993-10-10,1994-10-10
222296,68087,1997-08-24,1998-08-24
409995,75982,1997-12-31,1998-12-31
59182,106186,2001-08-19,9999-01-01
12526,79420,1989-04-06,1990-04-06
99024,42649,1998-04-13,1999-04-13
206443,43184,1987-11-14,1988-11-13
437250,67921,1989-02-26,1990-02-26
53954,49184,1994-02-10,1995-02-10
203857,39928,1991-11-29,1992-11-28
52374,54432,1999-12-24,2000-12-23
211028,48198,1998-04-17,1999-04-17
492630,52621,1996-08-25,1997-08-25
426600,77283,2001-10-14,2001-10-14
299864,76062,1993-12-22,1994-12-22
486189,52543,1991-10-29,1992-10-28
96325,95328,2002-02-27,9999-01-01
68820,62147,2000-09-18,2001-09-18
405417,59617,1998-04-26,1999-04-26
53443,62084,1998-05-31,1999-05-31
92768,95263,1995-08-20,1996-08-19
31468,45045,1989-04-28,1990-04-28
273954,97411,1996-08-31,1997-08-31
448309,70154,2001-10-16,9999-01-01
220386,67276,1993-01-06,1994-01-06
213113,44364,1994-01-30,1995-01-30
282821,57850,2000-06-01,2001-06-01
203100,84674,1995-11-19,1996-11-18
104404,81791,1999-11-17,2000-11-16
438450,59433,1997-01-30,1998-01-30
446584,68968,1994-10-06,1995-10-06
23207,52235,2001-07-26,2002-07-26
416798,46831,1993-06-03,1994-06-03
103776,78435,1989-06-30,1990-06-30
241886,44420,1992-11-13,1993-11-13
494875,70869,1991-07-03,1992-07-02
488944,82095,2001-07-03,2002-07-03
295225,64053,1993-03-19,1994-03-19
87720,97950,2002-03-20,9999-01-01
423139,40000,1999-04-18,2000-04-17
31719,87530,2000-10-01,2001-10-01
200764,47017,1990-12-29,1991-12-29
298810,56464,1997-01-15,1998-01-15
294975,40000,1986-12-08,1987-12-08
64672,81706,1994-06-18,1995-06-18
225715,63794,1999-12-26,2000-12-25
466921,56594,1994-02-01,1995-02-01
264793,48773,1997-02-22,1998-02-22
242343,41068,1997-08-15,1998-08-15
408455,51762,1993-07-10,1994-07-10
210307,54216,1992-05-30,1993-05-30
52725,51561,1985-09-19,1986-09-19
105045,45126,1991-08-17,1992-08-16
241567,63095,2002-04-29,9999-01-01
492586,79560,1996-10-07,1997-10-07
209515,55535,1996-02-28,1996-08-13
97272,55908,1999-07-24,2000-07-23
451183,51656,1997-04-27,1998-04-27
97597,66697,1993-07-12,1994-07-12
104863,101937,2001-08-11,9999-01-01
14449,68025,2001-08-08,9999-01-01
82801,79292,1994-06-27,1995-06-27
214457,50587,1995-01-24,1996-01-24
492572,56231,2000-04-13,2001-04-13
74155,65821,2001-12-24,9999-01-01
452696,67519,2000-02-02,2001-02-01
246746,56675,1998-05-20,1999-05-20
292032,90107,1986-06-18,1987-06-18
481141,45644,1996-12-24,1997-12-24
212235,44557,1990-02-21,1991-02-21
255557,52223,2001-01-25,2002-01-25
107714,41056,1994-11-13,1995-11-13
283872,62386,2001-01-06,2002-01-06
70831,49800,1990-05-25,1991-05-25
200030,74637,1990-02-04,1991-02-04
95007,44046,1997-01-15,1998-01-15
426846,53479,1996-09-24,1997-09-24
479296,55227,1993-10-10,1994-10-10
90242,54767,1998-11-01,1999-11-01
240303,89888,1993-06-16,1994-06-16
