employee_id,amount,from_date,to_date
461697,49719,2000-07-10,2001-07-10
295133,43073,1996-11-10,1997-11-10
49529,95306,1997-02-04,1998-02-04
458761,57189,1997-12-08,1998-12-08
480114,89376,2001-08-08,9999-01-01
419916,45127,1990-05-19,1991-05-19
252300,45056,2002-02-07,9999-01-01
90259,42702,1987-04-21,1988-04-20
414080,40000,1985-08-17,1986-08-17
251629,70290,1996-09-19,1997-09-19
221613,68131,2000-03-11,2001-03-11
431186,48600,1999-10-08,2000-02-22
25350,40000,1998-07-03,1999-07-03
259666,57797,1997-11-03,1998-11-03
252794,52895,1994-09-23,1995-09-23
458478,82018,1996-01-08,1997-01-07
273527,57070,1995-02-17,1996-02-17
448705,49799,1999-08-15,2000-08-14
84644,40000,1991-08-04,1992-08-03
252743,69434,1997-10-12,1998-10-12
409611,43944,1994-10-06,1995-10-06
458850,43342,1993-10-20,1994-10-20
53674,89769,1997-04-02,1998-04-02
203107,118888,1996-12-17,1997-12-17
290729,45070,1994-01-27,1995-01-27
246787,39918,1992-06-21,1993-06-21
83931,72020,1997-06-23,1998-06-23
404339,116149,1999-05-13,2000-05-12
107205,61713,1991-02-24,1992-02-24
230241,51677,1993-10-13,1994-10-13
203841,49437,2000-08-30,2001-08-30
25126,109093,1998-03-20,1999-03-20
98250,72022,1992-08-23,1993-08-23
492062,44247,2000-12-01,2001-12-01
462051,71299,1995-01-03,1996-01-03
263980,48254,1998-10-14,1999-10-14
428547,76726,2000-05-29,2001-05-29
442423,48601,1997-01-14,1998-01-14
208904,54607,1988-05-16,1989-05-16
234882,62120,2001-11-06,9999-01-01
414772,49027,1991-11-03,1992-11-02
493668,106191,1997-06-01,1998-06-01
25047,52368,1992-12-09,1993-12-09
57054,42773,1998-04-13,1999-04-13
23397,117883,1996-04-17,1997-04-17
51129,67228,2002-04-17,9999-01-01
275071,58197,1998-02-10,1999-02-10
93445,62306,1996-06-03,1997-06-03
470386,72395,1988-07-05,1989-07-05
263542,61378,1998-03-17,1999-03-17
291096,49629,1992-04-30,1993-04-30
246492,57914,1997-10-10,1998-10-10
416088,43972,1989-05-24,1990-05-24
107589,67526,1988-04-13,1989-04-13
211628,44484,1992-04-12,1993-04-12
230114,81024,1997-11-07,1998-11-07
16940,54962,1996-09-25,1997-09-25
239317,46592,1993-02-01,1994-02-01
37339,51091,1989-09-15,1990-09-15
46480,48427,1990-11-13,1991-11-13
272240,75920,1997-05-11,1998-05-11
43576,52733,1997-06-20,1998-06-20
421469,69453,1989-10-11,1990-10-11
43085,46731,1995-10-22,1996-10-21
252476,75125,1993-03-26,1994-03-26
452699,40000,1999-09-09,2000-09-08
274099,49257,1996-02-04,1997-02-03
223424,56838,1999-10-18,2000-10-17
48983,80169,1989-12-13,1990-12-13
286092,46205,1989-06-02,1990-06-02
449314,113290,1997-07-15,1998-07-15
407801,56312,2002-03-29,9999-01-01
282001,43994,2000-02-10,2001-02-09
106985,40000,1986-04-18,1987-04-18
50225,60645,1987-10-15,1988-10-14
470694,75508,1999-05-23,2000-05-22
56718,91109,2000-04-10,2001-04-10
206540,52786,1998-10-24,1999-10-24
220237,61111,1998-03-27,1999-03-27
15898,45433,1999-04-25,2000-04-24
420057,45104,1995-10-15,1996-10-14
217331,91660,1995-10-28,1996-10-27
236945,49739,1993-09-28,1994-09-28
497399,116984,2000-06-27,2001-06-27
241352,49762,1999-01-03,2000-01-03
210791,61135,1999-03-05,2000-03-04
458877,71104,1998-09-05,1999-07-01
276275,50169,1996-08-29,1997-08-29
212425,52978,1987-11-10,1988-11-09
243320,66784,1995-03-19,1996-03-18
419956,67199,1995-03-17,1996-03-16
470849,57702,2001-12-03,9999-01-01
452345,83000,2000-12-14,2001-12-14
30471,77822,1999-10-16,2000-10-15
266481,58570,2001-12-08,9999-01-01
17436,99465,1996-08-09,1997-08-09
87671,73519,1998-02-08,1999-02-08
208363,54488,2001-04-18,2002-04-18
491150,99923,2001-11-24,9999-01-01
480787,44179,2002-01-05,9999-01-01
58724,112619,2001-11-25,9999-01-01
444192,75741,1998-05-04,1999-05-04
470922,61283,2002-03-15,9999-01-01
480712,64740,2001-06-20,2002-06-20
427636,55069,2001-06-17,2002-06-17
464543,68403,1999-10-29,2000-10-28
474517,76087,2001-02-18,2002-02-18
294161,51003,1994-03-09,1995-03-09
480757,70773,1998-06-01,1999-06-01
222276,42301,1994-06-30,1995-06-30
281491,63853,2000-02-11,2001-02-10
225200,112667,1998-05-20,1999-05-20
409988,42183,1992-05-04,1993-05-04
69583,58963,1995-09-19,1996-09-18
232018,64290,1995-05-31,1996-05-30
258144,68435,2001-09-28,9999-01-01
200450,78933,1997-09-27,1998-09-27
105037,51474,1993-06-08,1994-06-08
499229,55173,1994-01-19,1995-01-19
98756,75650,1994-03-14,1995-03-14
231264,110254,2000-02-21,2001-02-20
226827,91570,1995-06-01,1996-05-31
82282,40977,1987-12-31,1988-12-30
489252,68904,1992-10-14,1993-10-14
447909,77699,1993-02-21,1994-02-21
436566,72896,1999-07-07,2000-07-06
87668,73946,1996-09-08,1997-09-08
243849,72131,1993-11-01,1994-11-01
205705,63495,1993-04-27,1994-04-27
222784,50686,1994-05-08,1995-05-08
268860,52820,1994-02-26,1994-06-20
200457,57251,1999-09-25,2000-09-24
443734,49804,1998-02-24,1999-02-24
276316,55603,2000-03-23,2001-03-23
272843,106308,1992-03-13,1993-03-13
404361,45343,2000-03-06,2001-03-06
475269,83522,1995-12-31,1996-12-30
70342,46691,2001-06-23,2002-06-23
90191,91755,2001-11-16,9999-01-01
96989,92035,2001-11-07,9999-01-01
473113,68743,1990-12-07,1991-12-07
200457,47732,1996-09-25,1997-09-25
51331,76636,1994-10-27,1995-10-27
92775,64753,2000-08-23,2001-08-23
216524,58233,2000-07-20,2001-07-20
102581,66191,1996-09-15,1997-09-15
251484,75294,1997-10-08,1998-10-08
459137,40000,1998-03-22,1999-03-22
82860,70789,1995-01-02,1996-01-02
39658,44307,1991-11-01,1992-10-31
30412,67830,1997-09-01,1998-09-01
224784,55152,1994-10-16,1995-10-16
78155,78048,1999-09-30,2000-09-29
496174,80261,2000-10-10,2001-10-10
102479,72971,1994-06-27,1995-06-27
264357,55689,2002-01-28,9999-01-01
92804,82850,1993-12-15,1994-12-15
292918,90117,2001-11-29,9999-01-01
448287,81573,1993-05-08,1994-05-08
258592,55496,1994-08-09,1995-08-09
446325,54065,1989-02-26,1990-02-26
224914,53182,1996-08-14,1997-08-14
481382,55790,2002-04-29,9999-01-01
288637,75457,1996-03-02,1997-03-02
401643,71361,1988-06-09,1989-06-09
226109,93067,2001-02-10,2002-02-10
228039,51779,2000-06-13,2001-06-13
467708,42506,1997-11-20,1998-11-20
436421,91194,2001-01-24,2002-01-24
98610,59020,1994-07-10,1995-07-10
17220,49957,1994-01-03,1995-01-03
467385,73237,2000-07-06,2001-07-06
412235,53101,2000-06-23,2001-06-23
22622,55603,2000-09-24,2001-09-24
109965,50211,2002-02-21,9999-01-01
461911,63876,1996-06-17,1997-06-17
10406,40000,1996-01-26,1997-01-25
86666,87904,1997-12-16,1998-12-16
267986,49070,2000-01-01,2000-12-31
218029,74491,2001-07-13,2002-07-13
247292,40856,1991-07-25,1992-07-24
461936,40520,1989-03-14,1990-03-14
483995,48243,1993-09-08,1994-09-08
15867,51814,1991-08-16,1992-08-15
424023,43983,1993-12-15,1994-12-15
401125,74980,1998-03-13,1999-03-13
15453,42698,1992-03-22,1993-03-22
31500,65319,1997-08-06,1998-08-06
65025,75596,1996-11-22,1997-11-22
49635,52726,2000-11-25,2001-11-25
421106,44755,1988-09-25,1989-09-25
92168,120282,2001-07-15,2002-07-15
84972,42350,1987-02-11,1988-02-11
67912,57342,1992-07-16,1993-07-16
279418,56355,1993-01-16,1994-01-16
59570,51083,1998-11-26,1999-11-26
478919,85971,2001-07-06,2002-07-06
469213,86390,2002-01-24,9999-01-01
447451,62876,1996-07-30,1997-07-30
402772,68220,1994-12-02,1995-12-02
446621,91054,2002-01-01,9999-01-01
236739,47771,1996-04-23,1997-04-23
202467,92574,1998-04-18,1999-04-18
251741,73565,1990-05-28,1991-05-28
33360,54903,1995-02-07,1996-02-07
427765,62726,1993-11-09,1994-11-09
467538,50394,1991-07-04,1992-07-03
436145,93971,1993-09-11,1994-09-11
37176,58097,1994-02-27,1995-02-27
98417,44507,2000-07-12,2001-07-12
432335,75382,1999-07-20,2000-07-19
441814,44846,1994-12-21,1995-12-21
429169,75181,1994-08-01,1995-08-01
53065,60214,1993-10-10,1994-10-10
90405,59126,1989-01-24,1990-01-24
209869,66166,1989-03-07,1990-03-07
477787,47332,1993-02-24,1994-02-24
275280,72404,1991-09-27,1992-09-26
482612,40000,1997-11-09,1998-10-05
52708,84169,2002-01-09,9999-01-01
273236,43256,1999-02-13,2000-02-13
230512,92270,1995-04-15,1996-04-14
445333,59897,1988-12-13,1989-12-13
37739,46967,1989-03-26,1990-03-26
411413,91155,1999-06-26,2000-06-25
72392,54181,1998-09-28,1999-09-28
284960,40981,1989-10-17,1990-10-17
204025,58528,1998-03-19,1999-03-19
12840,50415,1999-09-09,2000-09-08
239830,64865,2001-06-10,2002-06-10
51426,66779,1997-05-15,1998-05-15
261536,63355,1998-01-03,1999-01-03
420476,78691,2002-06-11,9999-01-01
80862,91532,2002-06-08,9999-01-01
54380,91377,1993-05-03,1994-05-03
450155,77881,2001-08-16,9999-01-01
442491,86830,1997-11-29,1998-11-29
20113,42132,1988-10-02,1989-10-02
226966,43978,1993-08-29,1994-08-29
39505,53044,2000-12-19,2001-12-19
434977,54564,1995-10-08,1996-10-07
229188,41386,1995-10-13,1996-10-12
71500,58091,1994-08-29,1995-08-29
460918,80250,2002-03-28,9999-01-01
449592,44753,1997-04-08,1998-02-06
34885,40641,1992-05-08,1993-05-08
104893,60922,1999-09-12,2000-09-11
214973,53783,1998-11-17,1999-11-17
258652,64419,2000-06-01,2001-06-01
297447,96705,1999-05-20,2000-05-19
213662,83023,2000-04-14,2001-04-14
459247,42415,1998-04-22,1999-04-22
23929,86084,1991-05-13,1992-05-12
66023,53257,1994-12-04,1995-12-04
268311,61530,2001-11-01,9999-01-01
24978,63894,1995-04-09,1996-04-08
87773,58017,1999-04-13,2000-04-12
210865,75364,1987-06-29,1988-06-28
224572,42448,1988-05-09,1989-05-09
82612,57882,1996-05-29,1997-05-29
58921,73128,1997-01-20,1998-01-20
71619,73775,1993-04-28,1994-04-28
459409,72827,1994-03-19,1995-03-19
411484,54668,1987-12-10,1988-12-09
471289,55654,1991-06-01,1992-05-31
297894,52765,1999-08-24,2000-08-23
439800,46256,1992-08-12,1993-08-12
13631,63872,1998-08-14,1999-08-14
91178,70043,1998-04-02,1999-04-02
102700,46416,1998-06-12,1999-06-12
288802,87300,1988-04-10,1989-04-10
16388,44030,1997-01-29,1998-01-29
221866,47672,1992-07-26,1993-07-26
262431,54142,1997-08-07,1998-08-07
296080,95538,2000-01-14,2001-01-13
205417,50804,1996-03-04,1997-03-04
471743,66387,1998-04-11,1999-04-11
70325,105048,1996-10-16,1997-10-16
447291,44701,1990-02-14,1991-02-14
46363,58404,1997-04-07,1998-04-07
421686,77657,1992-05-16,1993-05-16
52780,68916,1998-02-11,1999-02-11
483044,51660,2001-06-08,2002-06-08
209996,87134,1999-05-27,2000-05-26
36302,50935,1995-02-18,1996-02-18
473213,100814,2001-11-09,9999-01-01
207185,43835,2000-09-29,2001-09-29
425403,55296,1994-08-29,1995-08-29
400788,62255,1991-08-05,1992-08-04
38670,53182,1999-01-22,2000-01-22
272865,61249,1988-12-31,1989-12-31
409229,40000,1988-11-30,1989-11-30
446881,57844,1997-06-23,1998-06-23
60090,71852,1989-03-29,1990-03-29
267180,62501,1998-06-22,1999-06-22
48207,71585,2000-03-31,2001-03-31
75904,85237,2000-08-17,2001-08-17
259295,83716,1993-12-21,1994-12-21
250124,55403,1997-08-02,1998-08-02
19171,97954,1997-04-19,1998-04-19
85675,57841,1995-08-20,1996-08-19
254116,48153,1987-03-31,1988-03-30
242334,75980,1990-09-19,1991-09-19
226387,62989,1989-08-20,1990-08-20
70913,45585,1995-08-03,1996-08-02
486058,47690,1999-05-30,2000-05-29
264082,58178,1996-05-28,1997-05-28
262317,70929,2000-03-30,2001-03-30
445497,51463,1996-04-17,1997-04-17
49116,65107,1998-05-03,1999-05-03
264413,57812,2000-06-12,2001-06-12
105606,48437,1990-02-14,1991-02-14
499555,90962,1996-11-03,1997-11-03
299206,81066,2001-08-11,9999-01-01
109517,90675,1997-03-26,1998-03-26
464817,72357,1997-02-20,1998-02-20
47184,77479,1991-11-01,1992-10-31
423552,83676,1996-12-07,1997-12-07
251822,63226,1998-01-22,1999-01-22
277939,94132,1991-12-26,1992-12-25
43100,46286,1993-08-22,1994-08-22
479827,80498,2002-02-27,9999-01-01
413811,71996,2002-01-28,9999-01-01
278583,62933,1987-10-11,1988-10-10
53431,80623,1997-10-21,1998-10-21
72909,100593,1999-05-03,2000-05-02
234983,77537,2002-07-10,9999-01-01
213506,98348,1996-12-13,1997-12-13
254115,40359,1998-03-10,1999-03-10
51616,64506,1997-05-26,1998-05-26
21484,90992,2000-03-23,2001-03-23
216165,47029,1998-03-31,1999-03-31
211358,76416,1996-03-04,1997-03-04
94522,72049,1993-12-18,1994-12-18
496943,46744,1998-08-28,1999-08-28
109942,84904,1999-06-08,2000-06-07
484636,45370,1992-09-19,1993-09-19
413438,68059,1998-12-26,1999-12-26
459036,49201,2002-06-13,9999-01-01
436603,57831,1993-06-11,1994-06-11
94533,65276,1995-09-18,1996-09-17
58210,55128,1997-02-13,1998-02-13
411261,62739,1997-06-03,1998-06-03
274600,46284,1994-04-19,1995-04-19
14406,87241,2001-03-22,2002-03-22
77762,70587,2002-01-22,9999-01-01
273962,121093,2001-05-12,2002-05-12
487471,87337,1996-01-22,1997-01-21
422759,65736,2000-12-31,2001-12-31
33017,67027,1991-09-01,1992-08-31
475628,45614,1992-05-31,1993-05-31
440967,53070,2002-02-13,9999-01-01
426586,56093,1997-06-07,1998-06-07
58230,61413,1991-09-03,1992-09-02
64565,84532,1995-12-30,1996-12-29
15559,74522,2002-03-08,9999-01-01
483053,53364,1999-05-06,2000-05-05
12280,79877,2000-02-24,2001-02-23
255102,50743,1999-06-10,2000-06-09
467092,56174,1995-12-28,1996-12-27
106666,82555,1990-08-30,1991-08-30
257915,119942,2000-08-20,2001-08-20
492658,48589,1998-12-25,1999-12-25
230652,76112,1994-12-23,1995-12-23
482009,47538,1997-09-16,1998-09-16
215184,101294,1998-09-24,1999-09-24
443068,67945,1991-07-10,1992-07-09
262848,103425,1997-04-01,1998-04-01
53449,40000,1995-01-25,1996-01-25
276445,80500,1994-07-01,1995-07-01
76592,54892,1994-05-26,1995-05-26
498752,59886,1993-05-06,1994-05-06
499412,76630,1997-09-30,1998-09-30
37259,63229,1998-05-11,1999-05-11
470764,50461,2000-04-13,2001-04-13
449899,55466,1997-10-20,1998-10-20
94171,71607,1988-06-18,1989-06-18
282123,92758,1998-10-12,1999-10-12
223339,47462,1991-01-30,1992-01-30
40276,58357,1993-08-17,1994-08-17
64869,57228,1999-08-27,2000-08-26
408927,89673,1989-10-05,1990-10-05
435037,71312,1988-11-29,1989-11-29
218021,72659,2001-01-04,2002-01-04
48344,115136,2002-06-23,9999-01-01
284589,43659,1987-02-12,1988-02-12
236226,62377,1999-08-06,2000-08-05
277635,62475,1999-02-10,2000-02-10
259567,43875,1994-08-10,1995-08-10
267674,82113,1991-10-08,1992-10-07
54762,48215,1993-02-27,1994-02-27
410288,64473,2002-06-09,9999-01-01
21734,44192,1990-04-17,1991-04-17
422207,41580,2000-03-20,2001-03-20
412478,43985,1992-01-03,1993-01-02
470493,44304,1997-01-19,1998-01-19
200306,52726,1998-06-20,1999-06-20
60629,60659,2001-11-20,9999-01-01
455326,76693,1994-07-04,1995-07-04
483937,66099,2000-06-03,2001-06-03
17762,55165,1993-09-01,1994-09-01
61092,49752,1997-04-07,1998-04-07
451642,70032,1991-09-28,1992-09-27
439641,41250,1993-01-08,1994-01-08
423268,41955,1986-08-11,1987-08-11
67942,66644,1998-08-25,1999-08-25
75885,67051,1994-11-14,1995-11-14
467471,70518,1997-06-19,1998-06-19
23884,43852,1995-04-08,1996-04-06
234219,56158,1991-07-21,1992-07-20
282501,91569,1992-11-27,1993-11-27
28678,57536,2000-07-01,2001-07-01
288851,54940,1993-06-27,1994-06-27
440118,55925,1992-09-12,1993-09-12
279444,40000,1994-11-29,1995-11-29
274220,59169,1997-06-21,1998-06-21
250169,52948,1991-04-18,1992-04-17
440990,46406,1991-03-27,1992-03-26
222601,40000,1989-08-19,1990-08-19
453576,48238,1986-07-28,1987-07-28
438920,48129,1996-11-27,1997-11-27
400696,50115,1986-02-15,1987-02-15
87655,81351,1996-09-19,1997-09-19
39284,49627,1994-06-14,1995-06-14
205079,49405,1993-06-14,1994-06-14
51814,40596,1991-06-16,1992-06-15
239341,92470,1999-07-04,2000-07-03
482082,50904,1991-12-18,1992-12-17
282975,65997,1997-03-06,1998-03-06
431106,49223,1990-12-22,1991-12-22
460209,63670,1996-11-23,1997-11-23
19895,67172,1995-08-29,1996-08-28
431138,40000,1991-03-08,1992-03-07
427616,63435,1989-03-18,1990-03-18
27057,40000,1991-06-08,1992-06-07
51209,65938,1989-01-11,1990-01-11
477713,90641,1997-12-20,1998-12-20
219604,74070,2001-11-16,9999-01-01
426392,59743,1998-10-29,1999-10-29
46690,68554,1998-12-24,1999-12-24
427514,87551,2002-03-24,9999-01-01
53276,54314,1991-06-19,1992-06-18
62437,77271,2001-09-07,9999-01-01
493872,69424,2000-04-13,2001-04-13
242716,49740,1995-04-12,1996-04-11
61802,42719,1997-09-04,1998-09-04
93043,51763,1990-07-22,1991-07-22
469540,41538,1999-08-03,2000-08-02
71765,75497,2000-03-22,2001-03-22
473628,71404,1991-07-09,1992-07-08
105855,46617,1994-02-21,1995-02-21
428474,60164,1992-01-03,1993-01-02
471950,44566,1995-04-04,1996-04-03
242683,54156,2001-11-04,9999-01-01
201136,70066,1986-04-14,1987-04-14
20557,76201,2002-01-14,9999-01-01
460539,50777,2000-11-10,2001-11-10
268735,80255,1997-09-26,1998-04-03
39566,69809,1999-10-28,2000-10-27
102261,44351,1995-04-20,1996-04-19
217068,42228,1987-11-03,1988-11-02
455960,73713,2000-08-28,2001-08-28
434414,68860,1999-04-05,2000-04-04
452620,54904,1995-06-07,1996-06-06
475002,40000,1992-11-28,1993-11-28
299731,70703,1990-02-23,1991-02-23
34109,91356,2000-02-13,2001-02-12
60148,89024,1996-06-06,1997-06-06
412483,54235,1995-06-02,1996-06-01
275452,48753,1986-08-07,1987-08-07
27280,44767,1995-11-25,1996-11-24
54198,69703,1998-01-03,1999-01-03
210340,68552,2001-03-17,2002-03-17
77646,52457,1996-07-30,1997-07-30
258814,67552,1995-05-18,1996-05-17
272621,51007,2000-03-10,2001-03-10
293206,40229,1991-07-22,1992-07-21
34893,51226,1995-05-18,1996-05-17
231073,55090,1990-06-06,1991-06-06
426730,65755,1995-03-14,1996-03-13
87456,58772,1997-12-24,1998-12-24
271422,52430,1995-08-23,1996-08-22
50109,114438,2001-05-29,2002-05-29
449676,56468,1993-03-10,1994-03-10
289634,60477,1997-12-14,1998-12-14
459285,43250,2000-11-03,2001-11-03
436111,68697,1994-01-17,1995-01-17
220916,71530,2001-05-02,2002-05-02
242936,51468,1991-06-03,1992-06-02
31915,81078,1996-10-01,1997-10-01
280531,51722,1995-08-07,1996-08-06
23616,64663,1990-11-02,1991-11-02
224688,71685,1999-07-06,2000-07-05
58676,72653,1990-02-22,1991-02-22
469832,59214,2001-01-02,2002-01-02
38252,87848,2000-05-31,2001-05-31
499773,51202,1996-05-26,1997-05-26
404857,60813,2000-03-25,2001-03-25
470172,40000,1992-07-18,1993-07-18
474445,57815,1997-05-09,1998-05-09
49648,55505,2000-11-17,2001-11-17
51458,44836,1988-08-03,1989-08-03
108996,46504,1991-02-27,1992-02-27
298011,52056,2000-06-04,2001-06-04
401163,79791,2001-11-05,9999-01-01
45602,64210,1998-08-30,1999-08-30
408250,45168,1994-07-19,1995-07-19
289757,78118,1997-03-24,1998-03-24
214851,43168,1993-07-09,1994-07-09
42740,54421,2000-12-14,2001-12-14
261970,93182,1992-04-25,1993-04-25
407784,73414,2002-01-12,9999-01-01
62825,44781,1998-01-28,1999-01-28
480930,100491,2001-08-28,9999-01-01
48309,70064,1999-10-16,2000-10-15
401903,51329,1993-05-13,1994-05-13
294489,70712,1990-06-06,1991-06-06
231153,54694,1991-02-03,1992-02-03
421393,62800,1991-06-17,1992-06-16
82647,78576,1993-10-05,1994-10-05
202760,80228,1992-02-22,1993-02-21
411692,50144,1990-08-24,1991-08-24
211319,48980,1991-08-27,1992-08-26
257046,56212,2001-06-21,2002-06-21
493381,41972,1996-08-31,1997-08-31
489980,57424,2000-12-06,2001-12-06
464440,86792,1993-12-09,1994-12-09
52840,60773,1995-04-27,1996-04-26
230148,43277,1993-06-22,1994-06-22
72357,72450,1990-10-18,1991-10-18
294087,84087,1997-09-19,1998-09-19
43219,76317,1993-05-23,1994-05-23
261231,64106,1995-05-26,1996-05-25
416066,66963,1998-07-18,1999-07-18
440847,48556,1995-03-28,1996-03-27
239172,66859,1995-05-16,1996-05-15
411191,52877,1997-01-30,1998-01-30
489903,70576,2001-10-28,9999-01-01
453644,75334,1998-06-07,1999-06-07
61838,91250,2000-09-25,2001-09-25
97399,63899,2001-05-10,2002-05-10
77554,49324,1991-06-13,1992-06-12
286799,67833,1995-06-03,1996-06-02
105645,56669,2000-10-08,2001-03-02
95438,49824,2001-08-04,9999-01-01
429296,66717,1995-02-10,1996-02-10
264169,57558,1998-06-20,1999-06-20
106815,47863,2000-06-28,2001-06-28
275546,42373,2000-08-07,2001-08-07
59847,52331,1996-06-06,1997-06-06
495436,60830,1998-11-25,1999-11-25
460732,73513,1998-08-09,1999-08-09
80045,63732,1994-03-28,1995-03-28
414894,72995,1996-03-04,1997-03-04
471849,83600,2001-05-27,2002-05-27
235155,64876,2000-01-07,2001-01-06
244345,60390,1996-01-08,1997-01-07
442642,85805,2002-06-25,9999-01-01
425289,61903,2002-01-01,9999-01-01
203603,80256,2001-05-01,2002-05-01
260189,63585,1998-02-18,1999-02-18
59009,64107,1992-06-02,1993-06-02
442697,81367,1998-01-13,1999-01-13
200167,102849,2000-08-24,2001-08-24
217405,41281,1997-10-02,1998-10-02
238552,40000,1992-08-11,1993-08-11
222028,56693,1988-04-27,1989-04-27
220477,65821,2002-04-23,9999-01-01
454742,84501,2002-04-06,9999-01-01
213227,75725,2000-05-08,2001-05-08
208475,71510,2002-01-06,9999-01-01
439186,74712,1993-07-28,1994-07-28
497169,49187,2002-07-21,9999-01-01
202296,49450,1991-08-11,1992-08-10
492488,40000,1999-06-21,2000-06-20
254304,80720,2001-08-27,9999-01-01
497770,66501,1992-04-29,1993-04-29
216024,77400,1996-05-25,1997-05-25
65638,45234,1995-10-29,1996-10-28
57676,60218,1989-06-27,1990-06-27
74288,106489,2000-12-25,2001-12-25
406748,68130,1991-08-04,1992-08-03
211938,118278,2002-03-13,9999-01-01
241374,43719,1997-12-25,1998-12-25
44724,61694,1991-12-19,1992-12-18
477060,48548,1991-05-26,1992-05-25
494758,68281,1999-07-24,2000-07-23
491529,96885,1992-10-27,1993-10-28
484960,42396,1991-11-11,1992-11-10
90407,96242,2000-01-14,2001-01-13
488272,49536,2002-03-23,9999-01-01
494024,51595,1993-12-21,1994-12-21
37844,58930,1999-11-09,2000-11-08
284308,55732,2001-06-23,2002-06-23
297805,69444,1999-10-12,2000-10-11
10635,40272,1992-09-21,1993-09-21
234015,47278,1992-12-05,1993-12-05
490145,93694,2001-05-16,2002-05-16
217921,44176,1994-02-02,1995-02-02
405677,73023,1995-10-30,1996-10-29
423760,50227,1991-04-19,1992-04-18
485506,46602,1991-05-20,1992-05-19
63578,67885,1998-11-05,1999-11-05
38825,98251,1999-07-02,2000-07-01
69501,53465,1999-11-26,2000-11-25
426156,79171,1998-06-01,1999-06-01
263278,78655,1996-12-03,1997-12-03
456375,42628,1999-01-17,2000-01-17
204880,72243,1998-09-19,1999-09-19
417827,51685,1992-11-20,1993-11-20
404816,64672,1995-11-14,1996-11-13
212918,79392,1998-04-26,1999-04-26
60450,67960,2001-12-04,9999-01-01
58197,54166,1989-06-25,1990-06-25
487651,62113,1993-04-16,1994-04-16
436788,81215,1997-10-02,1998-10-02
207347,56639,1991-01-24,1992-01-24
231239,61469,1992-07-16,1993-07-16
14238,94600,1993-02-13,1994-02-13
494008,54898,1991-02-09,1992-02-09
42227,72218,1999-08-15,2000-08-14
473369,41837,1988-11-16,1989-11-16
33947,79389,2000-02-18,2001-02-17
64684,52561,2002-07-02,9999-01-01
499872,61246,1995-12-22,1996-12-21
490672,78758,1996-12-19,1997-12-19
255963,64538,1999-10-20,2000-02-18
222187,41405,1998-05-28,1999-05-28
458581,59229,1998-10-31,1999-10-31
404200,43680,1999-11-03,2000-11-02
475587,68311,2001-02-27,2002-02-27
435399,53687,1997-07-18,1998-07-18
79444,51114,1997-08-20,1998-08-20
296721,70884,1999-07-12,2000-07-11
407019,102693,2001-07-30,2002-07-30
213276,70767,1996-05-13,1997-05-13
407829,44166,1994-03-17,1995-03-17
215265,66315,1997-09-17,1998-09-17
495188,61484,1997-06-03,1998-06-03
216221,55425,1997-08-07,1998-08-07
282679,45434,1996-03-03,1997-03-03
55450,55581,1998-11-22,1999-11-22
82683,45702,1997-03-19,1998-03-19
482516,55713,1994-09-23,1995-09-23
240378,57621,1997-07-19,1998-07-19
494645,56539,1997-01-09,1998-01-09
227851,75400,1992-05-09,1993-05-09
455158,89373,2000-02-20,2001-02-19
405012,87583,1997-08-05,1998-08-05
57828,46186,1994-09-28,1995-09-28
99371,59463,1986-11-17,1987-11-17
97843,40000,1999-09-20,2000-09-19
52697,45595,1999-05-05,2000-05-04
50166,51381,2000-09-24,2001-09-24
473887,67974,1996-05-09,1997-05-09
468472,52920,2002-02-02,9999-01-01
270291,56468,1996-10-15,1997-10-15
224279,66304,1990-11-24,1991-11-24
259145,43980,1998-08-31,1999-08-31
70425,101678,2002-01-06,9999-01-01
34954,58992,1993-07-14,1994-07-14
264174,80647,1996-09-23,1997-09-23
299555,62354,1990-06-29,1991-06-29
241794,47906,1998-07-19,1999-07-19
292269,67312,1997-05-29,1998-05-29
410748,55840,1996-03-27,1997-02-27
24533,65680,1995-12-04,1996-12-03
298637,52345,1987-02-25,1988-02-25
425100,68870,1994-03-28,1995-03-28
420847,47875,1990-10-23,1991-10-23
460983,43859,1997-01-27,1998-01-27
486245,51729,1999-07-13,2000-01-28
495206,49653,1999-03-06,2000-03-05
229769,50015,1992-10-11,1993-10-11
288383,69019,1996-12-29,1997-12-29
288847,69212,1995-08-23,1996-08-22
484468,79881,1992-09-24,1993-09-24
236396,81008,2002-05-30,9999-01-01
64215,75798,2002-01-29,9999-01-01
492370,75674,2002-07-18,9999-01-01
233119,93068,2001-02-06,2002-02-06
439027,60754,1998-11-02,1999-11-02
201614,61027,1992-01-18,1993-01-17
488294,95377,2000-11-12,2001-11-12
210166,62049,1998-08-03,1999-08-03
496753,42046,1988-01-03,1989-01-02
238050,69858,1987-08-13,1988-08-12
230756,54476,1995-05-20,1996-05-19
10438,59987,1997-01-17,1998-01-17
421037,40000,1985-07-03,1986-07-03
87532,43069,1995-11-19,1996-11-18
434717,56902,1990-11-10,1991-11-10
31650,91377,1996-06-02,1997-06-02
422677,58378,1993-11-27,1994-11-27
16617,49537,1997-10-01,1998-10-01
207401,65430,1996-08-07,1997-08-07
238962,65036,2002-04-04,9999-01-01
489853,71332,1998-09-01,1999-09-01
287397,101614,1996-09-19,1997-09-19
